"Marca temporal","a) De favor, me podría ayudar con que la última persona que cumplió años en su hogar sea quien conteste la encuesta. ","b)	¿Vive usted en esta casa?","c)	¿Cuenta con credencial de lector vigente domiciliaria con esta vivienda?","d)	Me podría decir su edad, de favor ","e)	Anotar sexo sin preguntar","1.	Pensando en cómo se ha sentido en la última semana, ¿qué emoción describe mejor su estado de ánimo?","2.	¿Qué tan seguro está de asistir a votar en las próximas elecciones del 6 de junio?","3.	Si en las próximas elecciones para Presidente Municipal de Tuxtla Gutiérrez los candidatos fueran los siguientes, ¿por quién votaría usted?","4.	Independientemente de por quién ha votado en pasadas elecciones, ¿actualmente con cuál partido se siente usted más identificado? ","5.	¿Cuál es el servicio público que más ha mejorado en su colonia durante los últimos tres años?","6.	¿Cuál es el servicio público que más ha empeorado en su colonia durante los últimos tres años?","7.	En general, ¿usted aprueba o desaprueba la forma en que el presidente Andrés Manuel López Obrador realiza su trabajo?","8.	En general, ¿usted aprueba o desaprueba la forma en que su presidente municipal Carlos Morales realiza su trabajo? ","¿Cuál es su estado civil?","¿Cuál es su último grado de estudios concluido?","¿Cuál es su principal ocupación?","En total y contándose usted, ¿cuántas personas viven en su casa?","Número de equipo","Número del encuestador","Nombre del encuestador","Sección","Manzana","Persona"
"2021/04/15 6:53:33 p. m. GMT-5","a) Sí salió otra persona","SÍ","a) Sí","e) 55 a 64 años","a) Hombre","a) Feliz","b) Todavía no sé si iré a votar","i) No sabe / No contesta (No leer)","d) MORENA","b) Recolección de basura","g) Pavimentación de calles","a) Aprueba mucho","b) Aprueba poco","b) Casado","a) No estudió","i) Empleado en el sector privado","d) 4","3","14","Leo","1640","97","8"
"2021/04/15 6:54:35 p. m. GMT-5","a) Sí salió otra persona","SÍ","a) Sí","f) 65 años o más","b) Mujer","a) Feliz","c) Estoy seguro que iré a votar","d) Paco Rojas, por Movimiento Ciudadano","a) PAN","j) Ninguno (No leer)","b) Recolección de basura","b) Aprueba poco","c) Desaprueba poco","b) Casado","c) Secundaria","a) Ama de casa","e) 5","3","15","Carlos","1640","97","2"
"2021/04/15 6:58:44 p. m. GMT-5","b) No se encontraba, contestó la misma","SÍ","a) Sí","c) 35 a 44 años","b) Mujer","a) Feliz","b) Todavía no sé si iré a votar","c) Carlos Morales, por MORENA","d) MORENA","b) Recolección de basura","d) Drenaje","b) Aprueba poco","b) Aprueba poco","b) Casado","c) Secundaria","a) Ama de casa","c) 3","3","12","Erick","1640","97","3"
"2021/04/15 7:01:49 p. m. GMT-5","b) No se encontraba, contestó la misma","SÍ","a) Sí","f) 65 años o más","b) Mujer","c) Tranquilo","b) Todavía no sé si iré a votar","i) No sabe / No contesta (No leer)","h) Ninguno (No leer)","e) Agua potable","g) Pavimentación de calles","b) Aprueba poco","b) Aprueba poco","d) Divorciado","b) Primaria","b) Ama de casa y trabaja","c) 3","3","12","Erick","1640","97","4"
"2021/04/15 11:26:08 p. m. GMT-5","b) No se encontraba, contestó la misma","SÍ","a) Sí","c) 35 a 44 años","a) Hombre","h) Estresado","b) Todavía no sé si iré a votar","c) Carlos Morales, por MORENA","d) MORENA","g) Pavimentación de calles","f) Seguridad pública","a) Aprueba mucho","b) Aprueba poco","b) Casado","d) Preparatoria","i) Empleado en el sector privado","c) 3","3","13","Luis","1640","97","6"
"2021/04/16 8:11:18 a. m. GMT-5","b) No se encontraba, contestó la misma","SÍ","a) Sí","c) 35 a 44 años","b) Mujer","c) Tranquilo","b) Todavía no sé si iré a votar","b) Willy Ochoa, por PRI, PAN y PRD","b) PRI","c) Alumbrado público","e) Agua potable","b) Aprueba poco","b) Aprueba poco","b) Casado","e) Licenciatura","c) Jubilado","c) 3","3","12","Erick","1640","77","3"
"2021/04/16 8:11:45 a. m. GMT-5","b) No se encontraba, contestó la misma","SÍ","a) Sí","d) 45 a 54 años","a) Hombre","h) Estresado","b) Todavía no sé si iré a votar","c) Carlos Morales, por MORENA","d) MORENA","b) Recolección de basura","e) Agua potable","a) Aprueba mucho","b) Aprueba poco","b) Casado","d) Preparatoria","i) Empleado en el sector privado","d) 4","3","13","Luis","1640","77","5"
"2021/04/16 8:12:01 a. m. GMT-5","a) Sí salió otra persona","SÍ","a) Sí","e) 55 a 64 años","b) Mujer","b) Aburrido","a) No iré a votar","g) No votará (No leer)","h) Ninguno (No leer)","b) Recolección de basura","g) Pavimentación de calles","d) Desaprueba mucho","d) Desaprueba mucho","b) Casado","d) Preparatoria","a) Ama de casa","d) 4","3","11","Alejandra","1640","77","1"
"2021/04/16 8:12:23 a. m. GMT-5","a) Sí salió otra persona","SÍ","a) Sí","e) 55 a 64 años","b) Mujer","b) Aburrido","a) No iré a votar","g) No votará (No leer)","h) Ninguno (No leer)","b) Recolección de basura","g) Pavimentación de calles","d) Desaprueba mucho","d) Desaprueba mucho","b) Casado","d) Preparatoria","a) Ama de casa","d) 4","3","11","Alejandra","1640","77","1"
"2021/04/16 8:12:32 a. m. GMT-5","a) Sí salió otra persona","SÍ","a) Sí","e) 55 a 64 años","b) Mujer","b) Aburrido","a) No iré a votar","g) No votará (No leer)","h) Ninguno (No leer)","b) Recolección de basura","g) Pavimentación de calles","d) Desaprueba mucho","d) Desaprueba mucho","b) Casado","d) Preparatoria","a) Ama de casa","d) 4","3","11","Alejandra","1640","77","1"
"2021/04/16 8:16:53 a. m. GMT-5","b) No se encontraba, contestó la misma","SÍ","a) Sí","b) 25 a 34 años","b) Mujer","d) Preocupado","c) Estoy seguro que iré a votar","c) Carlos Morales, por MORENA","d) MORENA","b) Recolección de basura","d) Drenaje","a) Aprueba mucho","99) No sabe / No contesta (No leer)","b) Casado","d) Preparatoria","h) Empleado en el sector público","d) 4","3","13","Luis","1640","77","6"
"2021/04/16 8:17:34 a. m. GMT-5","b) No se encontraba, contestó la misma","SÍ","a) Sí","e) 55 a 64 años","b) Mujer","d) Preocupado","c) Estoy seguro que iré a votar","c) Carlos Morales, por MORENA","d) MORENA","c) Alumbrado público","e) Agua potable","a) Aprueba mucho","b) Aprueba poco","e) Viudo","b) Primaria","a) Ama de casa","e) 5","3","12","Erick","1640","77","4"
"2021/04/16 8:21:46 a. m. GMT-5","a) Sí salió otra persona","SÍ","a) Sí","e) 55 a 64 años","b) Mujer","a) Feliz","c) Estoy seguro que iré a votar","c) Carlos Morales, por MORENA","d) MORENA","j) Ninguno (No leer)","e) Agua potable","a) Aprueba mucho","a) Aprueba mucho","b) Casado","c) Secundaria","a) Ama de casa","f) 6","3","15","Carlos","1640","77","8"
"2021/04/16 8:21:50 a. m. GMT-5","a) Sí salió otra persona","SÍ","a) Sí","f) 65 años o más","b) Mujer","a) Feliz","b) Todavía no sé si iré a votar","d) Paco Rojas, por Movimiento Ciudadano","d) MORENA","b) Recolección de basura","e) Agua potable","c) Desaprueba poco","b) Aprueba poco","e) Viudo","b) Primaria","a) Ama de casa","a) 1","3","14","Leo","1640","77","7"
"2021/04/16 8:24:26 a. m. GMT-5","a) Sí salió otra persona","SÍ","a) Sí","f) 65 años o más","a) Hombre","c) Tranquilo","c) Estoy seguro que iré a votar","d) Paco Rojas, por Movimiento Ciudadano","i) No sabe / No contesta (No leer)","d) Drenaje","j) Ninguno (No leer)","b) Aprueba poco","a) Aprueba mucho","b) Casado","b) Primaria","c) Jubilado","d) 4","3","11","Alejandra","1640","77","2"
"2021/04/16 8:34:09 a. m. GMT-5","b) No se encontraba, contestó la misma","SÍ","a) Sí","b) 25 a 34 años","b) Mujer","d) Preocupado","c) Estoy seguro que iré a votar","c) Carlos Morales, por MORENA","d) MORENA","b) Recolección de basura","d) Drenaje","a) Aprueba mucho","99) No sabe / No contesta (No leer)","b) Casado","d) Preparatoria","h) Empleado en el sector público","d) 4","3","13","Luis","1640","77","6"
"2021/04/16 8:37:23 a. m. GMT-5","a) Sí salió otra persona","SÍ","a) Sí","c) 35 a 44 años","a) Hombre","a) Feliz","c) Estoy seguro que iré a votar","c) Carlos Morales, por MORENA","d) MORENA","c) Alumbrado público","e) Agua potable","b) Aprueba poco","b) Aprueba poco","b) Casado","d) Preparatoria","i) Empleado en el sector privado","c) 3","3","12","Erick","1640","179","3"
"2021/04/16 8:39:44 a. m. GMT-5","a) Sí salió otra persona","SÍ","a) Sí","e) 55 a 64 años","b) Mujer","a) Feliz","b) Todavía no sé si iré a votar","i) No sabe / No contesta (No leer)","d) MORENA","c) Alumbrado público","Bares clandestinos ","c) Desaprueba poco","c) Desaprueba poco","a) Soltero","b) Primaria","j) Trabaja por su cuenta","b) 2","3","14","Leo","1640","179","7"
"2021/04/16 8:39:47 a. m. GMT-5","a) Sí salió otra persona","SÍ","a) Sí","a) 18 a 24 años","b) Mujer","h) Estresado","a) No iré a votar","c) Carlos Morales, por MORENA","d) MORENA","j) Ninguno (No leer)","f) Seguridad pública","c) Desaprueba poco","99) No sabe / No contesta (No leer)","a) Soltero","d) Preparatoria","j) Trabaja por su cuenta","e) 5","3","13","Luis","1640","179","5"
"2021/04/16 8:41:06 a. m. GMT-5","a) Sí salió otra persona","SÍ","a) Sí","e) 55 a 64 años","b) Mujer","b) Aburrido","b) Todavía no sé si iré a votar","c) Carlos Morales, por MORENA","d) MORENA","b) Recolección de basura","f) Seguridad pública","a) Aprueba mucho","b) Aprueba poco","c) Unión libre","a) No estudió","a) Ama de casa","g) 7","3","15","Carlos","1640","179","6"
"2021/04/16 8:43:53 a. m. GMT-5","a) Sí salió otra persona","SÍ","a) Sí","d) 45 a 54 años","b) Mujer","a) Feliz","a) No iré a votar","g) No votará (No leer)","h) Ninguno (No leer)","g) Pavimentación de calles","b) Recolección de basura","99) No sabe / No contesta (No leer)","c) Desaprueba poco","b) Casado","a) No estudió","b) Ama de casa y trabaja","b) 2","3","11","Alejandra","1640","179","1"
"2021/04/16 8:45:25 a. m. GMT-5","b) No se encontraba, contestó la misma","SÍ","a) Sí","b) 25 a 34 años","b) Mujer","c) Tranquilo","b) Todavía no sé si iré a votar","i) No sabe / No contesta (No leer)","h) Ninguno (No leer)","c) Alumbrado público","g) Pavimentación de calles","b) Aprueba poco","b) Aprueba poco","c) Unión libre","d) Preparatoria","b) Ama de casa y trabaja","b) 2","3","12","Erick","1640","179","4"
"2021/04/16 8:51:32 a. m. GMT-5","a) Sí salió otra persona","SÍ","a) Sí","c) 35 a 44 años","b) Mujer","d) Preocupado","c) Estoy seguro que iré a votar","c) Carlos Morales, por MORENA","d) MORENA","g) Pavimentación de calles","f) Seguridad pública","a) Aprueba mucho","a) Aprueba mucho","b) Casado","d) Preparatoria","a) Ama de casa","e) 5","3","11","Alejandra","1640","179","2"
"2021/04/16 8:56:17 a. m. GMT-5","a) Sí salió otra persona","SÍ","a) Sí","d) 45 a 54 años","a) Hombre","d) Preocupado","c) Estoy seguro que iré a votar","c) Carlos Morales, por MORENA","d) MORENA","c) Alumbrado público","g) Pavimentación de calles","c) Desaprueba poco","b) Aprueba poco","b) Casado","c) Secundaria","i) Empleado en el sector privado","d) 4","3","14","Leo","1640","179","8"
"2021/04/16 9:05:43 a. m. GMT-5","a) Sí salió otra persona","SÍ","a) Sí","e) 55 a 64 años","b) Mujer","d) Preocupado","a) No iré a votar","g) No votará (No leer)","h) Ninguno (No leer)","c) Alumbrado público","f) Seguridad pública","99) No sabe / No contesta (No leer)","99) No sabe / No contesta (No leer)","b) Casado","f) Posgrado","a) Ama de casa","d) 4","3","11","Alejandra","1640","143","1"
"2021/04/16 9:06:22 a. m. GMT-5","b) No se encontraba, contestó la misma","SÍ","a) Sí","c) 35 a 44 años","b) Mujer","c) Tranquilo","c) Estoy seguro que iré a votar","c) Carlos Morales, por MORENA","h) Ninguno (No leer)","b) Recolección de basura","f) Seguridad pública","b) Aprueba poco","b) Aprueba poco","a) Soltero","e) Licenciatura","i) Empleado en el sector privado","f) 6","3","13","Luis","1640","143","5"
"2021/04/16 9:06:39 a. m. GMT-5","a) Sí salió otra persona","SÍ","a) Sí","c) 35 a 44 años","b) Mujer","a) Feliz","c) Estoy seguro que iré a votar","c) Carlos Morales, por MORENA","d) MORENA","c) Alumbrado público","e) Agua potable","b) Aprueba poco","b) Aprueba poco","a) Soltero","d) Preparatoria","d) Estudiante","c) 3","3","14","Leo","1640","143","7"
"2021/04/16 9:08:25 a. m. GMT-5","b) No se encontraba, contestó la misma","SÍ","a) Sí","f) 65 años o más","b) Mujer","a) Feliz","c) Estoy seguro que iré a votar","c) Carlos Morales, por MORENA","d) MORENA","b) Recolección de basura","e) Agua potable","a) Aprueba mucho","a) Aprueba mucho","b) Casado","b) Primaria","a) Ama de casa","b) 2","3","12","Erick","1640","143","3"
"2021/04/16 9:09:19 a. m. GMT-5","a) Sí salió otra persona","SÍ","a) Sí","e) 55 a 64 años","b) Mujer","a) Feliz","b) Todavía no sé si iré a votar","c) Carlos Morales, por MORENA","d) MORENA","b) Recolección de basura","f) Seguridad pública","b) Aprueba poco","b) Aprueba poco","b) Casado","c) Secundaria","a) Ama de casa","f) 6","3","15","Carlos","1640","143","4"
"2021/04/16 9:09:39 a. m. GMT-5","a) Sí salió otra persona","SÍ","a) Sí","c) 35 a 44 años","a) Hombre","c) Tranquilo","b) Todavía no sé si iré a votar","i) No sabe / No contesta (No leer)","d) MORENA","c) Alumbrado público","f) Seguridad pública","b) Aprueba poco","a) Aprueba mucho","b) Casado","e) Licenciatura","h) Empleado en el sector público","d) 4","3","11","Alejandra","1640","143","2"
"2021/04/16 9:14:57 a. m. GMT-5","a) Sí salió otra persona","SÍ","a) Sí","a) 18 a 24 años","b) Mujer","h) Estresado","b) Todavía no sé si iré a votar","c) Carlos Morales, por MORENA","h) Ninguno (No leer)","g) Pavimentación de calles","a) Educación pública","a) Aprueba mucho","b) Aprueba poco","a) Soltero","e) Licenciatura","h) Empleado en el sector público","d) 4","3","13","Luis","1640","143","6"
"2021/04/16 9:16:58 a. m. GMT-5","a) Sí salió otra persona","SÍ","a) Sí","f) 65 años o más","a) Hombre","c) Tranquilo","c) Estoy seguro que iré a votar","c) Carlos Morales, por MORENA","d) MORENA","c) Alumbrado público","f) Seguridad pública","b) Aprueba poco","c) Desaprueba poco","b) Casado","b) Primaria","j) Trabaja por su cuenta","e) 5","3","14","Leo","1640","179","8"
"2021/04/16 9:33:54 a. m. GMT-5","a) Sí salió otra persona","SÍ","a) Sí","d) 45 a 54 años","b) Mujer","h) Estresado","c) Estoy seguro que iré a votar","c) Carlos Morales, por MORENA","d) MORENA","b) Recolección de basura","f) Seguridad pública","d) Desaprueba mucho","b) Aprueba poco","b) Casado","b) Primaria","b) Ama de casa y trabaja","f) 6","3","14","Leo","1640","104","7"
"2021/04/16 9:35:19 a. m. GMT-5","b) No se encontraba, contestó la misma","SÍ","a) Sí","c) 35 a 44 años","b) Mujer","d) Preocupado","c) Estoy seguro que iré a votar","a) Jorge Martínez, por el Partido Verde","i) No sabe / No contesta (No leer)","g) Pavimentación de calles","f) Seguridad pública","c) Desaprueba poco","b) Aprueba poco","b) Casado","d) Preparatoria","i) Empleado en el sector privado","e) 5","3","13","Luis","1640","104","5"
"2021/04/16 9:36:02 a. m. GMT-5","a) Sí salió otra persona","SÍ","a) Sí","d) 45 a 54 años","b) Mujer","c) Tranquilo","c) Estoy seguro que iré a votar","c) Carlos Morales, por MORENA","d) MORENA","b) Recolección de basura","d) Drenaje","a) Aprueba mucho","a) Aprueba mucho","d) Divorciado","c) Secundaria","b) Ama de casa y trabaja","b) 2","3","12","Erick","1640","104","3"
"2021/04/16 9:36:37 a. m. GMT-5","a) Sí salió otra persona","SÍ","a) Sí","c) 35 a 44 años","b) Mujer","a) Feliz","c) Estoy seguro que iré a votar","i) No sabe / No contesta (No leer)","d) MORENA","c) Alumbrado público","e) Agua potable","c) Desaprueba poco","b) Aprueba poco","b) Casado","d) Preparatoria","a) Ama de casa","d) 4","3","14","Leo","1640","104","8"
"2021/04/16 9:37:09 a. m. GMT-5","b) No se encontraba, contestó la misma","SÍ","a) Sí","d) 45 a 54 años","a) Hombre","a) Feliz","b) Todavía no sé si iré a votar","d) Paco Rojas, por Movimiento Ciudadano","d) MORENA","g) Pavimentación de calles","e) Agua potable","a) Aprueba mucho","d) Desaprueba mucho","b) Casado","e) Licenciatura","i) Empleado en el sector privado","f) 6","3","15","Carlos","1640","104","6"
"2021/04/16 9:39:28 a. m. GMT-5","a) Sí salió otra persona","SÍ","a) Sí","b) 25 a 34 años","b) Mujer","c) Tranquilo","b) Todavía no sé si iré a votar","c) Carlos Morales, por MORENA","d) MORENA","c) Alumbrado público","d) Drenaje","b) Aprueba poco","99) No sabe / No contesta (No leer)","b) Casado","c) Secundaria","b) Ama de casa y trabaja","d) 4","3","11","Alejandra","1640","104","1"
"2021/04/16 9:41:44 a. m. GMT-5","a) Sí salió otra persona","SÍ","a) Sí","c) 35 a 44 años","a) Hombre","a) Feliz","c) Estoy seguro que iré a votar","c) Carlos Morales, por MORENA","b) PRI","b) Recolección de basura","d) Drenaje","a) Aprueba mucho","99) No sabe / No contesta (No leer)","b) Casado","c) Secundaria","j) Trabaja por su cuenta","d) 4","3","12","Erick","1640","104","4"
"2021/04/16 9:49:36 a. m. GMT-5","a) Sí salió otra persona","SÍ","a) Sí","f) 65 años o más","a) Hombre","c) Tranquilo","b) Todavía no sé si iré a votar","c) Carlos Morales, por MORENA","d) MORENA","g) Pavimentación de calles","e) Agua potable","a) Aprueba mucho","b) Aprueba poco","d) Divorciado","b) Primaria","a) Ama de casa","e) 5","3","11","Alejandra","1640","104","2"
"2021/04/16 10:09:36 a. m. GMT-5","b) No se encontraba, contestó la misma","SÍ","a) Sí","d) 45 a 54 años","a) Hombre","a) Feliz","b) Todavía no sé si iré a votar","i) No sabe / No contesta (No leer)","d) MORENA","g) Pavimentación de calles","a) Educación pública","b) Aprueba poco","b) Aprueba poco","e) Viudo","f) Posgrado","h) Empleado en el sector público","a) 1","3","13","Luis","1640","106","5"
"2021/04/16 10:10:59 a. m. GMT-5","b) No se encontraba, contestó la misma","SÍ","a) Sí","d) 45 a 54 años","b) Mujer","a) Feliz","b) Todavía no sé si iré a votar","c) Carlos Morales, por MORENA","d) MORENA","g) Pavimentación de calles","e) Agua potable","a) Aprueba mucho","a) Aprueba mucho","b) Casado","c) Secundaria","a) Ama de casa","c) 3","3","11","Alejandra","1640","106","1"
"2021/04/16 10:12:41 a. m. GMT-5","a) Sí salió otra persona","SÍ","a) Sí","d) 45 a 54 años","a) Hombre","a) Feliz","c) Estoy seguro que iré a votar","c) Carlos Morales, por MORENA","d) MORENA","e) Agua potable","c) Alumbrado público","a) Aprueba mucho","a) Aprueba mucho","b) Casado","e) Licenciatura","h) Empleado en el sector público","e) 5","3","15","Carlos","1640","106","8"
"2021/04/16 10:13:48 a. m. GMT-5","a) Sí salió otra persona","SÍ","a) Sí","f) 65 años o más","b) Mujer","d) Preocupado","b) Todavía no sé si iré a votar","b) Willy Ochoa, por PRI, PAN y PRD","a) PAN","b) Recolección de basura","c) Alumbrado público","b) Aprueba poco","c) Desaprueba poco","d) Divorciado","b) Primaria","a) Ama de casa","f) 6","3","12","Erick","1640","106","3"
"2021/04/16 10:16:16 a. m. GMT-5","b) No se encontraba, contestó la misma","SÍ","a) Sí","f) 65 años o más","b) Mujer","c) Tranquilo","b) Todavía no sé si iré a votar","c) Carlos Morales, por MORENA","d) MORENA","g) Pavimentación de calles","99) No sabe / No contesta (No leer)","a) Aprueba mucho","a) Aprueba mucho","e) Viudo","a) No estudió","a) Ama de casa","c) 3","3","11","Alejandra","1640","106","2"
"2021/04/16 10:18:19 a. m. GMT-5","b) No se encontraba, contestó la misma","SÍ","a) Sí","a) 18 a 24 años","b) Mujer","a) Feliz","b) Todavía no sé si iré a votar","d) Paco Rojas, por Movimiento Ciudadano","a) PAN","b) Recolección de basura","c) Alumbrado público","b) Aprueba poco","b) Aprueba poco","a) Soltero","d) Preparatoria","d) Estudiante","c) 3","3","12","Erick","1640","106","4"
"2021/04/16 10:18:46 a. m. GMT-5","a) Sí salió otra persona","SÍ","a) Sí","c) 35 a 44 años","b) Mujer","c) Tranquilo","c) Estoy seguro que iré a votar","c) Carlos Morales, por MORENA","d) MORENA","b) Recolección de basura","d) Drenaje","c) Desaprueba poco","b) Aprueba poco","c) Unión libre","b) Primaria","b) Ama de casa y trabaja","b) 2","3","14","Leo","1640","106","7"
"2021/04/16 10:19:21 a. m. GMT-5","a) Sí salió otra persona","SÍ","a) Sí","d) 45 a 54 años","a) Hombre","a) Feliz","b) Todavía no sé si iré a votar","c) Carlos Morales, por MORENA","d) MORENA","b) Recolección de basura","e) Agua potable","d) Desaprueba mucho","d) Desaprueba mucho","d) Divorciado","e) Licenciatura","h) Empleado en el sector público","e) 5","3","15","Carlos","1640","106","6"
"2021/04/16 12:04:39 p. m. GMT-5","b) No se encontraba, contestó la misma","SÍ","a) Sí","d) 45 a 54 años","a) Hombre","a) Feliz","b) Todavía no sé si iré a votar","i) No sabe / No contesta (No leer)","d) MORENA","g) Pavimentación de calles","a) Educación pública","b) Aprueba poco","b) Aprueba poco","e) Viudo","f) Posgrado","h) Empleado en el sector público","a) 1","3","13","Luis","1640","106","5"
"2021/04/16 12:07:25 p. m. GMT-5","a) Sí salió otra persona","SÍ","a) Sí","b) 25 a 34 años","a) Hombre","c) Tranquilo","b) Todavía no sé si iré a votar","c) Carlos Morales, por MORENA","d) MORENA","g) Pavimentación de calles","c) Alumbrado público","a) Aprueba mucho","a) Aprueba mucho","a) Soltero","e) Licenciatura","g) Desempleado y busca trabajo","f) 6","3","15","Carlos","1668","6","4"
"2021/04/16 12:09:13 p. m. GMT-5","b) No se encontraba, contestó la misma","SÍ","a) Sí","f) 65 años o más","a) Hombre","a) Feliz","c) Estoy seguro que iré a votar","d) Paco Rojas, por Movimiento Ciudadano","e) Movimiento Ciudadano","j) Ninguno (No leer)","e) Agua potable","a) Aprueba mucho","b) Aprueba poco","b) Casado","e) Licenciatura","c) Jubilado","b) 2","3","13","Luis","1668","6","5"
"2021/04/16 12:10:34 p. m. GMT-5","a) Sí salió otra persona","SÍ","a) Sí","e) 55 a 64 años","b) Mujer","c) Tranquilo","c) Estoy seguro que iré a votar","c) Carlos Morales, por MORENA","d) MORENA","c) Alumbrado público","e) Agua potable","b) Aprueba poco","a) Aprueba mucho","b) Casado","e) Licenciatura","c) Jubilado","c) 3","3","11","Alejandra","1668","6","1"
"2021/04/16 12:11:11 p. m. GMT-5","b) No se encontraba, contestó la misma","SÍ","a) Sí","b) 25 a 34 años","b) Mujer","a) Feliz","b) Todavía no sé si iré a votar","d) Paco Rojas, por Movimiento Ciudadano","a) PAN","c) Alumbrado público","e) Agua potable","c) Desaprueba poco","c) Desaprueba poco","b) Casado","c) Secundaria","a) Ama de casa","c) 3","3","12","Erick","1668","6","3"
"2021/04/16 12:11:32 p. m. GMT-5","a) Sí salió otra persona","SÍ","a) Sí","d) 45 a 54 años","a) Hombre","a) Feliz","c) Estoy seguro que iré a votar","c) Carlos Morales, por MORENA","d) MORENA","c) Alumbrado público","g) Pavimentación de calles","b) Aprueba poco","b) Aprueba poco","c) Unión libre","d) Preparatoria","i) Empleado en el sector privado","c) 3","3","14","Leo","1668","6","7"
"2021/04/16 12:17:08 p. m. GMT-5","a) Sí salió otra persona","SÍ","a) Sí","c) 35 a 44 años","b) Mujer","a) Feliz","c) Estoy seguro que iré a votar","i) No sabe / No contesta (No leer)","d) MORENA","b) Recolección de basura","c) Alumbrado público","c) Desaprueba poco","b) Aprueba poco","c) Unión libre","b) Primaria","b) Ama de casa y trabaja","e) 5","3","14","Leo","1668","6","8"
"2021/04/16 12:20:35 p. m. GMT-5","b) No se encontraba, contestó la misma","SÍ","a) Sí","e) 55 a 64 años","b) Mujer","c) Tranquilo","c) Estoy seguro que iré a votar","b) Willy Ochoa, por PRI, PAN y PRD","b) PRI","c) Alumbrado público","f) Seguridad pública","a) Aprueba mucho","a) Aprueba mucho","a) Soltero","d) Preparatoria","j) Trabaja por su cuenta","c) 3","3","13","Luis","1668","6","6"
"2021/04/16 12:23:17 p. m. GMT-5","a) Sí salió otra persona","SÍ","a) Sí","e) 55 a 64 años","a) Hombre","c) Tranquilo","c) Estoy seguro que iré a votar","i) No sabe / No contesta (No leer)","i) No sabe / No contesta (No leer)","c) Alumbrado público","d) Drenaje","99) No sabe / No contesta (No leer)","b) Aprueba poco","b) Casado","e) Licenciatura","h) Empleado en el sector público","d) 4","3","11","Alejandra","1668","6","2"
"2021/04/16 12:30:22 p. m. GMT-5","a) Sí salió otra persona","SÍ","a) Sí","e) 55 a 64 años","a) Hombre","a) Feliz","c) Estoy seguro que iré a votar","i) No sabe / No contesta (No leer)","d) MORENA","b) Recolección de basura","f) Seguridad pública","b) Aprueba poco","b) Aprueba poco","b) Casado","c) Secundaria","j) Trabaja por su cuenta","d) 4","3","14","Leo","1668","14","7"
"2021/04/16 12:34:09 p. m. GMT-5","a) Sí salió otra persona","SÍ","a) Sí","a) 18 a 24 años","b) Mujer","a) Feliz","a) No iré a votar","d) Paco Rojas, por Movimiento Ciudadano","a) PAN","c) Alumbrado público","e) Agua potable","c) Desaprueba poco","b) Aprueba poco","c) Unión libre","d) Preparatoria","h) Empleado en el sector público","d) 4","3","12","Erick","1668","14","3"
"2021/04/16 12:34:10 p. m. GMT-5","a) Sí salió otra persona","SÍ","a) Sí","d) 45 a 54 años","a) Hombre","d) Preocupado","c) Estoy seguro que iré a votar","i) No sabe / No contesta (No leer)","d) MORENA","b) Recolección de basura","f) Seguridad pública","b) Aprueba poco","b) Aprueba poco","b) Casado","e) Licenciatura","j) Trabaja por su cuenta","e) 5","3","15","Carlos","1668","14","4"
"2021/04/16 12:35:28 p. m. GMT-5","a) Sí salió otra persona","SÍ","a) Sí","f) 65 años o más","a) Hombre","c) Tranquilo","b) Todavía no sé si iré a votar","h) Ninguno (No leer)","h) Ninguno (No leer)","g) Pavimentación de calles","e) Agua potable","a) Aprueba mucho","d) Desaprueba mucho","b) Casado","b) Primaria","j) Trabaja por su cuenta","d) 4","3","11","Alejandra","1668","14","1"
"2021/04/16 12:35:39 p. m. GMT-5","a) Sí salió otra persona","SÍ","a) Sí","e) 55 a 64 años","b) Mujer","c) Tranquilo","c) Estoy seguro que iré a votar","c) Carlos Morales, por MORENA","d) MORENA","c) Alumbrado público","e) Agua potable","b) Aprueba poco","a) Aprueba mucho","b) Casado","e) Licenciatura","c) Jubilado","c) 3","3","11","Alejandra","1668","6","1"
"2021/04/16 12:36:14 p. m. GMT-5","a) Sí salió otra persona","SÍ","a) Sí","f) 65 años o más","b) Mujer","h) Estresado","c) Estoy seguro que iré a votar","i) No sabe / No contesta (No leer)","d) MORENA","b) Recolección de basura","e) Agua potable","a) Aprueba mucho","b) Aprueba poco","e) Viudo","b) Primaria","a) Ama de casa","b) 2","3","14","Leo","1668","14","7"
"2021/04/16 12:40:50 p. m. GMT-5","a) Sí salió otra persona","SÍ","a) Sí","f) 65 años o más","a) Hombre","h) Estresado","c) Estoy seguro que iré a votar","c) Carlos Morales, por MORENA","d) MORENA","b) Recolección de basura","f) Seguridad pública","a) Aprueba mucho","a) Aprueba mucho","b) Casado","c) Secundaria","j) Trabaja por su cuenta","b) 2","3","14","Leo","1668","14","8"
"2021/04/16 12:41:46 p. m. GMT-5","a) Sí salió otra persona","SÍ","a) Sí","c) 35 a 44 años","a) Hombre","c) Tranquilo","c) Estoy seguro que iré a votar","c) Carlos Morales, por MORENA","d) MORENA","c) Alumbrado público","g) Pavimentación de calles","a) Aprueba mucho","a) Aprueba mucho","b) Casado","e) Licenciatura","h) Empleado en el sector público","g) 7","3","15","Carlos","1668","14","6"
